localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 9816b3016da6f8ae2f98a333f343e97f, 575861.30744130, 5917925.76545957, 53.40494814, -1.85887689, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 14.64725208, 241.74864197, 151.74864197, -0.51171875, Unit 2, Wed Jun  2 16:05:30 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 2499a4064b6734f3ccc5f3760370b3fb, 575848.83880969, 5917925.59038394, 53.40494836, -1.85906444, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 10.70082855, 306.26367188, 216.26367188, -0.51171875, Unit 2, Wed Jun  2 16:05:12 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f97691be9eacd7f2ae3eba99076b26f8, 575840.36022110, 5917929.02326211, 53.40498043, -1.85919113, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 10.79596901, 294.38046265, 204.38046265, -0.51171875, Unit 2, Wed Jun  2 16:04:58 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, c44701ad1f48baaa68afecd3a51bf38f, 575813.10953834, 5917922.42047687, 53.40492501, -1.85960254, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 15.37172985, 283.61398315, 193.61398315, -0.51171875, Unit 2, Wed Jun  2 16:04:11 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 73b69129a6ddba735ef2814bcf7bb05d, 575794.32956491, 5917917.45646401, 53.40488309, -1.85988616, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 8.64449120, 216.15725708, 126.15725708, -0.51171875, Unit 2, Wed Jun  2 16:03:36 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, c2e8763baf5981a281718f17af3b3451, 575768.86903638, 5917919.37442813, 53.40490398, -1.86026860, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 8.69948101, 225.13208008, 135.13208008, -0.51171875, Unit 2, Wed Jun  2 16:02:46 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f450ee7cf6022e7ccea70ca1cd61dec0, 575756.12784031, 5917917.04035937, 53.40488484, -1.86046077, 30U, 58.62594223, 48.00000000, -1.00000000, Bedding, 25.42931747, 194.90902710, 104.90902710, -0.51171875, Unit 2, Wed Jun  2 16:02:20 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 4043ab145e14c7e45f71b4139f56700c, 575660.22590167, 5917914.32841889, 53.40487422, -1.86190369, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 10.29588795, 233.21737671, 143.21737671, -0.51171875, Unit 2, Wed Jun  2 16:00:46 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 5247d3d2746b2a8a72586e763005a9be, 575637.06546548, 5917915.33763545, 53.40488661, -1.86225175, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 13.18565750, 243.22470093, 153.22470093, -0.51171875, Unit 2, Wed Jun  2 16:00:12 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 75040877d72e12ee6812224f109d36a3, 575621.98034142, 5917913.78509521, 53.40487482, -1.86247899, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 17.28865623, 250.18327332, 160.18327332, -0.51171875, Unit 2, Wed Jun  2 15:59:52 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, b1fe3c9e67bb620ca6d461df50a8084e, 575615.59744374, 5917916.33425527, 53.40489864, -1.86257437, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 20.81807137, 273.31396484, 183.31396484, -0.51171875, Unit 2, Wed Jun  2 15:59:41 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 25096504eb84cad219d77efe0fa525ea, 575603.14097861, 5917926.27723914, 53.40498978, -1.86275932, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 22.17216492, 258.65197754, 168.65197754, -0.51171875, Unit 2, Wed Jun  2 15:59:18 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, e1dac23e111476679500324ec6bc8dff, 575594.51155098, 5917928.18327173, 53.40500815, -1.86288864, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 20.69629669, 223.43159485, 133.43159485, -0.51171875, Unit 2, Wed Jun  2 15:59:02 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 9ba10dd6f6a2aa94da4e9cd6efb1efd6, 575590.49207654, 5917925.67547514, 53.40498619, -1.86294969, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 21.05412865, 256.33154297, 166.33154297, -0.51171875, Unit 2, Wed Jun  2 15:58:49 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 827b17932d36cf83ae2fce45840b1097, 575577.55429148, 5917931.10982754, 53.40503688, -1.86314296, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 24.70340157, 283.82519531, 193.82519531, -0.51171875, Unit 2, Wed Jun  2 15:58:30 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, efdcd4f35a3e087cb08834490a3b3667, 575575.01879742, 5917935.85547104, 53.40507989, -1.86317996, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 21.74438095, 258.65231323, 168.65231323, -0.51171875, Unit 2, Wed Jun  2 15:58:08 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, dd27771a9e5b19230b602e188d9e0b0b, 575569.57215620, 5917931.65177017, 53.40504289, -1.86326288, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 25.90274239, 256.27343750, 166.27343750, -0.51171875, Unit 2, Wed Jun  2 15:57:56 2021, 
